,core,ligands
JIDMAK,Mo,ligand11-0 ligand11-0 ligand22-0 ligand6245-0
GEBQEL,Ir,ligand484-0 ligand484-0 ligand12001-0
DIVBUH,Hf,ligand0-0 ligand0-0 ligand0-0 ligand0-0 ligand1396-0
IWAHIA,Zn,ligand0-0 ligand0-0 ligand9774-0
FOPCOE,Co,ligand237-0 ligand695-0 ligand2324-0
VOFCOL,Ni,ligand364-0 ligand2736-0
QEFSEB,Cu,ligand20-0 ligand28-0 ligand15564-0
TOMYUS,Pd,ligand390-0
FALKOU,Ni,ligand441-0 ligand33326-0
MIJDUG,Ir,ligand43-0 ligand43-0 ligand17732-0
HOLBUG,Ni,ligand11-0 ligand11-0 ligand11-0 ligand14551-0
JISBOC,Rh,ligand20-0 ligand28-0 ligand61-0 ligand472-0
SOMPAM,Pt,ligand29-0 ligand36-0 ligand36-0 ligand659-0 ligand659-0
EHIYAW,Ir,ligand28-0 ligand293-0 ligand484-0 ligand484-0
COBQAM,Rh,ligand0-0 ligand11-0 ligand11-0 ligand2376-0
AKEKAC,Au,ligand796-0 ligand2592-0
CAKPOV,Ni,ligand46-0 ligand47-0 ligand47-0 ligand48-0
EQEYOR,Ni,ligand61-0 ligand1609-0
SEVLEL,Pd,ligand2413-0 ligand9632-0
FEDREO,Fe,ligand11-0 ligand11-0 ligand22-0 ligand27945-0
DOVPAI,Rh,ligand0-0 ligand0-0 ligand28-0 ligand22035-0
UYEMIV,Cd,ligand0-0 ligand0-0 ligand7332-0 ligand7332-0
HOXDON,Ru,ligand695-0 ligand12701-0
ULUQIB,Ti,ligand0-0 ligand0-0 ligand0-0 ligand61-0
JAWXAJ,Ru,ligand0-0 ligand0-0 ligand464-0 ligand16100-0
VUMKEV,Ti,ligand22-0 ligand36-0 ligand36-0 ligand19991-0
WABNIY,Co,ligand894-0 ligand894-0 ligand1189-0
IQAXED,Ti,ligand0-0 ligand0-0 ligand22-0 ligand3716-0
CEJYAT,Pd,ligand0-0 ligand0-0 ligand21336-0
FISFEU,Au,ligand0-0 ligand28219-0
DAMVOC,Cu,ligand0-0 ligand40-0 ligand40-0
GUPDOM,V,ligand55-0 ligand221-0 ligand10974-0
VEZQEW,Zr,ligand0-0 ligand472-0 ligand7140-0
BUTZOG,Au,ligand0-0 ligand9813-0
DOYZID,Ir,ligand0-0 ligand61-0 ligand15033-0
KIVTIU,Rh,ligand0-0 ligand1281-0 ligand9294-0
MAQPOL,Ni,ligand863-0 ligand864-0 ligand864-0
RUWJOL,Ru,ligand11-0 ligand11-0 ligand20-0 ligand20-0 ligand3751-0
XOSYAG,Pd,ligand0-0 ligand0-0 ligand1687-0
FAHNOU,Cu,ligand0-0 ligand21735-0 ligand21735-0
EDOQIZ,Au,ligand681-0 ligand15179-0
EWEYEK,Pt,ligand0-0 ligand73-0 ligand2847-0
BACZEM,V,ligand55-0 ligand79-0 ligand28765-0
PEPHIE,Mn,ligand0-0 ligand21827-0
TAQZER,Pt,ligand1-0 ligand1-0 ligand13-0 ligand472-0
AHETEO,Mo,ligand42-0 ligand55-0 ligand55-0 ligand10553-0
PAPBER,Pd,ligand0-0 ligand36-0 ligand22134-0
CEWSON,Ru,ligand0-0 ligand282-0 ligand7496-0
JOCJOB,Zn,ligand36-0 ligand13244-0
MAXNEG,Ir,ligand90-0 ligand20934-0 ligand20934-0
KEHYEB,Fe,ligand11-0 ligand22-0 ligand28-0 ligand38221-0
GAWBAL,Zn,ligand0-0 ligand0-0 ligand16278-0
YELKAE,Pt,ligand20-0 ligand20-0 ligand91-0 ligand91-0
AGUJOC,Zn,ligand0-0 ligand26177-0
MOVZEF,Fe,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand19956-0
APIDAG,Ru,ligand61-0 ligand353-0 ligand13124-0
NAYVOA,Ni,ligand2501-0 ligand2736-0
EFUSON,Co,ligand5017-0 ligand5017-0 ligand5017-0
YIGCUN,Mo,ligand11-0 ligand11-0 ligand11-0 ligand3112-0
QEVYAS,Ti,ligand36-0 ligand61-0 ligand3246-0
PUBJUS,Ta,ligand0-0 ligand0-0 ligand16415-1
DIVNUR,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand20010-0
QUJRAP,Re,ligand11-0 ligand11-0 ligand11-0 ligand34296-0
WIBMAV,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand330-0
NASMEC,Ir,ligand0-0 ligand61-0 ligand9476-0
OFUREN,Pt,ligand0-0 ligand819-0 ligand7144-0
RAMSAD,Zn,ligand0-0 ligand0-0 ligand22510-0
MOHPUW,Pd,ligand0-0 ligand30829-0
PADZAY,Ni,ligand959-0 ligand8346-1
GEKTOG,Pt,ligand282-0 ligand8974-0
KAWSEI,Pd,ligand0-0 ligand0-0 ligand29586-0 ligand29586-0
WEYVIH,Pd,ligand20-0 ligand20-0 ligand1145-0 ligand10393-0
KAFMUZ,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand36251-0
YOGQAO,Pd,ligand36-0 ligand91-0 ligand6050-0
BEKHIK,Cr,ligand0-0 ligand8030-0
EMUSEK,Cd,ligand136-0 ligand10735-0 ligand10735-0
RECNOD,Pt,ligand472-0 ligand472-0 ligand4232-0
RUPHAL,Ni,ligand11-0 ligand11-0 ligand11-0 ligand3385-0
WIGLEE,Ni,ligand8157-0 ligand19964-0 ligand19964-0
AROZEO,Zr,ligand79-0 ligand3087-0
BIJWAU,Au,ligand695-0 ligand913-0
KOCDUC,Ti,ligand0-0 ligand0-0 ligand1724-0 ligand2589-0
ZADBEP,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand3751-0
JAJNIV,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand29904-0
UDOVAM,Co,ligand6-0 ligand6-0 ligand36-0 ligand34018-0
VEXKAM,Ag,ligand0-0 ligand25766-0
ZABFAJ,Pt,ligand54-0 ligand301-0 ligand301-0 ligand17853-0 ligand17853-0
OWAHAX,Mo,ligand11-0 ligand11-0 ligand11-0 ligand2987-0
IGURAF,Fe,ligand0-0 ligand34209-0
REJGEU,Rh,ligand0-0 ligand0-0 ligand344-0 ligand16424-0
IYANUU,Au,ligand681-0 ligand14599-0
BAGXUF,Mn,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand25993-0
SUQROO,Rh,ligand0-0 ligand0-0 ligand0-0 ligand42-0 ligand21025-0
LODMAT,Re,ligand11-0 ligand11-0 ligand11-0 ligand91-0 ligand91-0 ligand91-0
UQUTUY,Pd,ligand126-0 ligand163-0 ligand6397-0
SICKIY,Pd,ligand0-0 ligand89-0 ligand9133-0
BODWIA,Pd,ligand90-0 ligand19775-0
MUFKEF,Ni,ligand0-0 ligand32374-0
DAYKUJ,Pd,ligand0-0 ligand0-0 ligand909-0 ligand909-0
SAQJIH,Cu,ligand9704-0 ligand9704-1
KOQTUH,Ni,ligand28-0 ligand362-0 ligand19281-0
GEPZEG,Co,ligand75-0 ligand75-0 ligand75-0 ligand75-0
SOSJAM,Zn,ligand212-0 ligand212-0 ligand1414-0
RASKOM,Zr,ligand0-0 ligand0-0 ligand4878-0 ligand15877-0
ODUCUM,Pd,ligand12-0 ligand12-0 ligand37327-0
WEFZEN,Pd,ligand251-0 ligand1068-0
VIQWIB,Pd,ligand12-0 ligand29-0 ligand18930-0
ROWCUE,Ru,ligand1319-0 ligand10872-0 ligand10873-0
QOMNUC,Pt,ligand20-0 ligand20-0 ligand11354-0
IBAWEQ,Ti,ligand0-0 ligand90-0 ligand90-0 ligand27020-0
YEDHAT,V,ligand55-0 ligand55-0 ligand2542-0
UWIQEX,Zn,ligand8-0 ligand131-0 ligand131-0 ligand3537-0
MINZUG,Cu,ligand12-0 ligand28-0 ligand6835-0
RANHIB,Pd,ligand15099-0
NECHEJ,W,ligand0-0 ligand764-0 ligand764-0 ligand8535-0
QUGGEH,Pt,ligand0-0 ligand8741-0
DUSSOB,Fe,ligand12-0 ligand12-0 ligand64-0 ligand64-0
BEBQEF,Co,ligand115-0 ligand115-0 ligand3272-0
CATKUG,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand1114-0
FIKQIZ,Au,ligand28-0 ligand10010-0
CEKFEG,Pd,ligand4-0 ligand4-0 ligand35787-0 ligand35787-0
CENPAN,Ta,ligand0-0 ligand0-0 ligand14-0 ligand22025-0 ligand24259-0
NESNAA,Pd,ligand0-0 ligand0-0 ligand2936-0
YAQPUE,Ti,ligand305-0 ligand305-0 ligand28917-0
BOCGOT,Zn,ligand0-0 ligand0-0 ligand23174-0
BOXWOD,Pd,ligand0-0 ligand0-0 ligand91-0 ligand27019-0
HINSIJ,Pt,ligand0-0 ligand0-0 ligand0-0 ligand0-0 ligand9881-0 ligand9881-0
PAWGOK,Zn,ligand36-0 ligand36-0 ligand1319-0 ligand1319-0
UVOWAE,Pd,ligand0-0 ligand0-0 ligand34506-0 ligand34506-0
FEQPOG,Pt,ligand0-0 ligand0-0 ligand0-0 ligand571-0 ligand1046-0
QEFXAA,Zn,ligand12-0 ligand12-0 ligand1569-0
WOYSEL,Ir,ligand28938-0 ligand28939-0
VIMWOG,Os,ligand20-0 ligand20-0 ligand24-0 ligand3398-0
HAQNEV,Pd,ligand0-0 ligand0-0 ligand3587-0
PEBQUI,Nb,ligand0-0 ligand0-0 ligand0-0 ligand107-0 ligand3034-1
VOJWEW,Zn,ligand0-0 ligand1209-0
GANCUW,Zr,ligand9385-0 ligand9385-0 ligand9385-0 ligand9385-0
SEJGEU,Ti,ligand0-0 ligand0-0 ligand17632-0
TAHYIM,Zn,ligand91-0 ligand91-0 ligand16890-0 ligand16890-0
NOCSAA,Au,ligand36-0 ligand36-0 ligand1035-0
YAVBIK,Ni,ligand34916-0
ERUYUN,Ir,ligand1942-0 ligand2398-0 ligand2398-0
HIYKEG,Re,ligand0-0 ligand0-0 ligand28-0 ligand55-0 ligand23312-0
QUBJUS,Re,ligand29-0 ligand36-0 ligand36-0 ligand55-0 ligand17618-0
SUBFIH,Pd,ligand0-0 ligand33112-0
GIQKAU,Zn,ligand362-0 ligand362-0 ligand31217-0 ligand31217-0
ODIXEE,Ir,ligand191-0 ligand23136-0
CITHIZ,Ti,ligand22-0 ligand22-0 ligand15386-0 ligand15386-0
WENPOU,Zn,ligand531-0 ligand27575-0
TEMRAI,Cu,ligand136-0 ligand219-0
HABCOG,Pt,ligand16390-0
ZOWNAA,Co,ligand21029-0 ligand21029-0 ligand21029-0
SAYLUD,Zr,ligand0-0 ligand22-0 ligand22-0 ligand35745-0
KIRDEY,Pt,ligand7776-0 ligand20956-0 ligand20956-0
GAMMEO,Zn,ligand47-0 ligand3524-0
QOJLOQ,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand17271-0 ligand17271-0
VACSUN,Tc,ligand0-0 ligand0-0 ligand1-0 ligand1-0 ligand1-0 ligand130-0
PASLAX,Ir,ligand191-0 ligand13043-0
CINRAU,Ir,ligand90-0 ligand22957-0 ligand22957-0
KIBLOA,Os,ligand115-0 ligand115-0 ligand115-0 ligand1197-0 ligand26572-0
IFOMOH,Pd,ligand117-0 ligand117-0 ligand22467-0
JEZNUB,Cd,ligand12-0 ligand12-0 ligand29968-0
OHERIC,Pt,ligand0-0 ligand0-0 ligand4604-0
YUNQEE,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand31578-0
XIWNAT,Ir,ligand90-0 ligand2039-0 ligand2039-0
HUMFAW,Zn,ligand934-0 ligand934-0 ligand14276-0 ligand14276-0
WUVPAE,Zn,ligand117-0 ligand12363-0
YUHBAE,Au,ligand28-0 ligand301-0 ligand773-0
BOSFOF,Ru,ligand0-0 ligand0-0 ligand11-0 ligand11-0 ligand31471-0
YAKFIB,Ni,ligand28-0 ligand4221-0
SOKVIA,Cu,ligand693-0 ligand1343-0
CUWDON,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand7268-0
XEVFIP,Zr,ligand22-0 ligand22-0 ligand52-0 ligand7356-0
NELBOX,Zn,ligand29-0 ligand19130-0 ligand19130-0
QAGVIE,Zn,ligand5028-0 ligand5028-0
UGIJEB,Pt,ligand0-0 ligand91-0 ligand8516-0
DOFCIN,Ti,ligand47-0 ligand47-0 ligand47-0 ligand47-0 ligand136-0
EXIGIB,Ti,ligand0-0 ligand0-0 ligand0-0 ligand0-0 ligand5698-0 ligand5698-0
WIPZED,Pt,ligand115-0 ligand115-0 ligand34187-0
XAPFON,Pd,ligand39-0 ligand59-0 ligand59-0
BUSVOC,Fe,ligand20-0 ligand20-0 ligand31176-0
WUXGAZ,Zr,ligand0-0 ligand0-0 ligand37836-0
MEKBEJ,Fe,ligand11-0 ligand11-0 ligand28-0 ligand14443-0
YEJXER,W,ligand11-0 ligand28-0 ligand28-0 ligand1599-0
SICLOH,Pt,ligand20-0 ligand36-0 ligand36-0 ligand14641-0 ligand19216-0
PINBUN,Au,ligand0-0 ligand18694-0
BIWMID,Ti,ligand22-0 ligand22-0 ligand14494-0 ligand14494-0
OCOPEE,Pd,ligand28-0 ligand2468-0
UFUHAH,Fe,ligand11-0 ligand22-0 ligand23574-0
FAVCOX,Rh,ligand349-0 ligand13877-0
WAJFOC,Pd,ligand0-0 ligand0-0 ligand11810-0 ligand11810-0
ULONIU,Ti,ligand0-0 ligand0-0 ligand1389-0 ligand6638-0
VILDIF,Ni,ligand36-0 ligand36-0 ligand11087-0
IWIWOA,W,ligand0-0 ligand0-0 ligand2588-0 ligand2588-0 ligand36152-0
ESOCEU,W,ligand120-0 ligand3027-0 ligand36841-0
MUHBOI,Fe,ligand11-0 ligand11-0 ligand52-0 ligand6788-0
PACDIH,V,ligand29-0 ligand29-0 ligand55-0 ligand55-0
CAKRAH,W,ligand0-0 ligand0-0 ligand22-0 ligand31089-0
BOLTIG,Pt,ligand36-0 ligand36-0 ligand14156-0 ligand14156-0
APEBAA,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand37820-0
MASSEH,Pt,ligand9043-0 ligand16570-0
GUGWEK,Cu,ligand33265-0
WESVUP,Cd,ligand163-0 ligand163-0 ligand9778-0 ligand9778-0
XOTLOJ,Ti,ligand0-0 ligand0-0 ligand3190-0 ligand9365-0
XUYWAP,Pt,ligand12-0 ligand12-0 ligand3268-0 ligand25698-0
UTIYAY,Co,ligand5017-0 ligand5017-0 ligand5017-0
QAQZEO,Ni,ligand0-0 ligand22-0 ligand344-0
YATMAJ,Mo,ligand42-0 ligand55-0 ligand55-0 ligand34927-0
FIZSIU,Fe,ligand0-0 ligand0-0 ligand38272-0
AFOYUR,Zn,ligand10308-0 ligand10308-0
HIVVOX,Ru,ligand362-0 ligand680-0 ligand2583-0
MANKUJ,Ti,ligand0-0 ligand0-0 ligand643-0 ligand643-0 ligand35299-0
VUHFAH,Pd,ligand0-0 ligand0-0 ligand29653-0
ZISBAE,Ir,ligand6866-0 ligand6867-0 ligand32757-0
KUYKAT,Mo,ligand11-0 ligand11-0 ligand75-0 ligand1226-0 ligand1226-0
OGOMIH,Pd,ligand0-0 ligand0-0 ligand33542-0
MUCCIW,Ru,ligand29-0 ligand29-0 ligand729-0
BULJEY,Pt,ligand695-0 ligand695-0 ligand4445-0
JIFYIJ,Rh,ligand11-0 ligand11-0 ligand35867-0
PIGWOT,Pt,ligand115-0 ligand2655-0
LECFAB,Ir,ligand11-0 ligand52-0 ligand2882-0 ligand9101-0
WIMGIL,Ag,ligand11213-0 ligand11213-0
VIYDOX,V,ligand55-0 ligand55-0 ligand14026-0
XIBNEB,Pd,ligand0-0 ligand1020-0 ligand17173-0
TOKZAU,Ti,ligand61-0 ligand61-0 ligand27527-0
AQOKOG,Cd,ligand8-0 ligand266-0 ligand266-0 ligand30794-0
BERWAZ,Ru,ligand11-0 ligand61-0 ligand10194-0
OKEMOG,Rh,ligand20-0 ligand61-0 ligand2276-0
DORWOW,Os,ligand659-0 ligand659-0 ligand1189-0
VOMPAP,Au,ligand112-0 ligand112-0 ligand301-0 ligand301-0
WOCNIM,Ni,ligand20-0 ligand20-0 ligand18344-0 ligand18344-0
EJOWUY,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand26789-0
AZARIF,Co,ligand325-0 ligand325-0 ligand2630-0 ligand2630-0
TUJPOD,Ni,ligand34685-0
HUKKOP,Co,ligand8-0 ligand362-0 ligand5913-0
WAQHEC,Au,ligand695-0 ligand695-0 ligand695-0 ligand695-0
NEHRUN,Zr,ligand0-0 ligand0-0 ligand5579-0
LUHWUH,Ni,ligand5412-0 ligand5412-0
PACCON,Fe,ligand6-0 ligand6-0 ligand11-0 ligand22-0
VIXRUS,Ru,ligand0-0 ligand24-0 ligand11580-0
IKUKUX,Ag,ligand2841-0 ligand6175-0
KAPDEM,Hg,ligand0-0 ligand201-0 ligand2753-0 ligand2753-0
UHACAI,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand22157-0
YAVLEP,Ni,ligand0-0 ligand30030-0
PEMGOG,Cd,ligand20-0 ligand20-0 ligand17166-0
YEJSUC,Os,ligand10-0 ligand20-0 ligand61-0
DAVHUE,Cd,ligand266-0 ligand32062-0
BEQRAS,Au,ligand0-0 ligand0-0 ligand3713-0
ITUHOW,Zn,ligand0-0 ligand0-0 ligand4103-0
GEKDIL,Zn,ligand0-0 ligand0-0 ligand19982-0
BOCPOY,Cu,ligand14-0 ligand31261-0
RIWFAI,Pt,ligand0-0 ligand36561-0
EQICIR,Pt,ligand0-0 ligand0-0 ligand8367-0
NESYAL,Mo,ligand0-0 ligand0-0 ligand55-0 ligand136-0 ligand713-0
JEGQAN,Cu,ligand20-0 ligand206-0 ligand5388-0
RETFEB,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand28287-0
QAXCIB,Pd,ligand6-0 ligand6-0 ligand20-0 ligand37019-0
FESVOS,Pd,ligand20-0 ligand20-0 ligand441-0 ligand1132-0
IVOXAV,Ru,ligand0-0 ligand0-0 ligand24-0 ligand36834-0
HISPOR,Cr,ligand59-0 ligand130-0 ligand1975-0 ligand1975-0
NARRUU,Zn,ligand0-0 ligand0-0 ligand4218-0
LIGXOP,Cd,ligand112-0 ligand112-0 ligand790-0 ligand790-0
NADPUD,Ru,ligand11-0 ligand29-0 ligand29-0 ligand826-0
QUJBED,Cu,ligand0-0 ligand22718-0 ligand22718-0
TUNKET,Fe,ligand0-0 ligand0-0 ligand23173-0 ligand23173-0
COYDIE,Pd,ligand0-0 ligand0-0 ligand14408-0
FONLUS,Ru,ligand0-0 ligand0-0 ligand24-0 ligand14333-0
QAMJEV,Pd,ligand0-0 ligand0-0 ligand3063-0
FEHQOY,Ru,ligand0-0 ligand11-0 ligand228-0 ligand1708-0
UCEVOO,Ir,ligand191-0 ligand29762-0
DUHMAV,Zn,ligand20-0 ligand20-0 ligand122-0 ligand122-0
CUHDUH,Cu,ligand20-0 ligand11181-0
FERLAP,Pt,ligand28-0 ligand28-0 ligand22655-0 ligand22655-0
NEVQOU,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand13272-0
DOBXAV,Ti,ligand36-0 ligand36-0 ligand36-0 ligand2938-0
HOHYIM,Zr,ligand0-0 ligand0-0 ligand22-0 ligand19573-0
XAVLEP,Ir,ligand0-0 ligand61-0 ligand32034-0
KINJOG,La,ligand3200-0 ligand3200-0 ligand3200-0 ligand8483-0
OMAVON,Ir,ligand0-0 ligand61-0 ligand4749-0
NEWPUD,Ta,ligand864-0 ligand864-0 ligand864-0 ligand22586-0
PEVGIK,Cu,ligand5466-0 ligand16578-0
HESPUR,Pd,ligand0-0 ligand0-0 ligand32484-0 ligand32484-0
ROKDUQ,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand1352-0
FIKTUP,Ni,ligand31677-0
LOSRIW,Pd,ligand0-0 ligand136-0 ligand11142-0
XUXZOI,Cu,ligand4291-0 ligand10284-0
GUYFAH,Rh,ligand191-0 ligand14549-0
DUCKAN,Fe,ligand11-0 ligand11-0 ligand11-0 ligand14677-0
RUQKAQ,Pt,ligand20-0 ligand36-0 ligand36-0 ligand108-0 ligand20423-0
LASXUY,Pd,ligand29-0 ligand364-0 ligand7788-0
PUXBAL,Zr,ligand0-0 ligand0-0 ligand33645-0 ligand33645-0
IQIPAA,Ni,ligand2655-0 ligand2655-0
QAKPIC,Fe,ligand11308-0 ligand13813-0
AYACAF,Pd,ligand0-0 ligand0-0 ligand12352-0
WIDPIM,Pt,ligand4438-0
MUNFIL,Ti,ligand0-0 ligand0-0 ligand61-0 ligand2709-0
TULJAN,Re,ligand0-0 ligand28-0 ligand55-0 ligand27402-0
MECFAB,Ru,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand16232-0
TIPSEU,Cu,ligand29796-0 ligand29796-0
WESCOQ,Cd,ligand0-0 ligand0-0 ligand24727-0
VASWIV,Co,ligand1012-0 ligand31330-0
TADXOM,Zn,ligand382-0 ligand3855-0
RIRYOJ,Ir,ligand0-0 ligand61-0 ligand30122-0
HOSPEK,Pd,ligand0-0 ligand31167-0
ZACKOD,Re,ligand55-0 ligand55-0 ligand55-0 ligand23411-0
WONBAC,Co,ligand0-0 ligand0-0 ligand19904-0
CEQKOZ,Ta,ligand0-0 ligand29-0 ligand91-0 ligand1078-0 ligand27609-0
AMIQOE,Cu,ligand0-0 ligand1626-0
SAJSAZ,Pd,ligand636-0 ligand4963-0
DUPQEN,Ir,ligand11-0 ligand12-0 ligand61-0 ligand21371-0
FISMOJ,Zn,ligand0-0 ligand0-0 ligand31771-0
TUDNIR,Ag,ligand457-0 ligand457-0
SUPXIL,Ni,ligand17138-0
TEVKEO,Pt,ligand0-0 ligand108-0 ligand364-0
IZUPAU,Zn,ligand6256-0 ligand6256-0
IHIXOM,Co,ligand691-0 ligand691-0 ligand4677-0 ligand4677-0
CINROI,Ir,ligand651-0 ligand27488-0 ligand27488-0
XUXCOK,Ti,ligand0-0 ligand0-0 ligand22-0 ligand26454-0
HEDJOP,Y,ligand280-0 ligand280-0 ligand280-0 ligand15652-0
XAFSAY,Rh,ligand0-0 ligand61-0 ligand3263-0
COWXUH,Ru,ligand1-0 ligand1-0 ligand1-0 ligand10403-0
AUDETC,Au,ligand481-0 ligand1370-0 ligand1370-0
XIWNOH,Ir,ligand1433-0 ligand6080-0 ligand6080-0
XEKKOP,Ni,ligand3162-0 ligand3163-0
LASVUA,Pd,ligand12-0 ligand12-0 ligand91-0 ligand28754-0
ESOCIA,V,ligand42-0 ligand55-0 ligand221-0 ligand10777-0
FAQSEY,Ag,ligand117-0 ligand6174-0 ligand6174-0
HUMFOK,Pd,ligand0-0 ligand0-0 ligand33956-0
XITKOA,Fe,ligand11-0 ligand11-0 ligand11-0 ligand18421-0 ligand18421-0
FUVLEQ,Re,ligand11-0 ligand11-0 ligand11-0 ligand200-0 ligand31731-0
SOVBAH,Ni,ligand28-0 ligand36-0 ligand16450-0
IKIBUC,Ti,ligand0-0 ligand0-0 ligand0-0 ligand3276-0
JEMZAD,Rh,ligand0-0 ligand0-0 ligand61-0 ligand636-0
GOPQIL,Pd,ligand0-0 ligand73-0 ligand22580-0
XEDQAA,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand3852-0
BOFXOK,Pd,ligand0-0 ligand28465-0 ligand28466-0
KIWKAE,Pd,ligand12-0 ligand12-0 ligand6357-0 ligand6357-0
AKERUD,Re,ligand20-0 ligand20-0 ligand55-0 ligand1424-0 ligand23864-0
GANFEI,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand24142-0
LUFNUX,Pt,ligand0-0 ligand0-0 ligand91-0 ligand538-0
QIXNUG,Ti,ligand61-0 ligand645-0 ligand10705-0
HUKGUS,Ir,ligand0-0 ligand61-0 ligand32204-0
VALBER,Pt,ligand0-0 ligand4-0 ligand28-0 ligand28-0
DOZSET,Re,ligand0-0 ligand55-0 ligand481-0 ligand12134-0
OCUSOW,Au,ligand0-0 ligand0-0 ligand24099-0 ligand24099-0
WURBOC,Rh,ligand59-0 ligand61-0 ligand36721-0
AFORIW,Fe,ligand11-0 ligand11-0 ligand11-0 ligand11694-0
SADMES,Ti,ligand0-0 ligand0-0 ligand61-0 ligand7633-0
XOVTIM,Os,ligand52-0 ligand52-0 ligand52-0 ligand924-0 ligand20556-0
OGOFUM,Rh,ligand11-0 ligand16306-0
PESVEO,Mo,ligand11-0 ligand11-0 ligand28-0 ligand23517-0
KOCXIK,Co,ligand91-0 ligand91-0 ligand13999-0 ligand13999-0
QAMDEN,Co,ligand11-0 ligand11-0 ligand11-0 ligand52-0 ligand5777-0
KECTOE,Cu,ligand16-0 ligand6175-0
VAZWEY,Pt,ligand0-0 ligand0-0 ligand169-0 ligand169-0
KUMHIK,Ir,ligand0-0 ligand61-0 ligand37855-0
WELMUX,Ir,ligand484-0 ligand484-0 ligand32580-0
ZATMEM,Pd,ligand0-0 ligand0-0 ligand223-0
UKONUD,Ru,ligand0-0 ligand6-0 ligand6-0 ligand6-0 ligand29462-0
YUXVUJ,Ag,ligand0-0 ligand1591-0
SITDIM,Ru,ligand0-0 ligand571-0 ligand571-0 ligand34874-0
SINWIW,Zn,ligand12-0 ligand1842-0
PUWFIY,Fe,ligand6-0 ligand6-0 ligand473-0 ligand25300-0
PUNGIP,Pt,ligand0-0 ligand0-0 ligand20292-0 ligand20292-0
GOFMAR,V,ligand55-0 ligand55-0 ligand1618-0
KILKEV,W,ligand6-0 ligand6-0 ligand11-0 ligand11-0 ligand36-0 ligand691-0
RIXGUA,Hg,ligand0-0 ligand1060-0
ZIHBIB,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand17393-0
DEVBUF,Pd,ligand52-0 ligand4042-0
HAXPAA,V,ligand55-0 ligand5393-0 ligand16845-0
GIXBEX,Rh,ligand0-0 ligand0-0 ligand6043-0 ligand6043-0
DEYMAV,Hg,ligand32312-0 ligand32312-0
OWETAM,Pt,ligand20-0 ligand20-0 ligand15595-0
NOWWOO,Mo,ligand482-0 ligand1646-0 ligand1646-0 ligand5982-0
BIBTOX,Pd,ligand4-0 ligand31650-0
LOMDEY,Zn,ligand0-0 ligand0-0 ligand2873-0
BISQIF,Ni,ligand20094-0
SUYXIW,Pt,ligand1597-0 ligand5421-0
FEKXUS,Pd,ligand0-0 ligand353-0 ligand13014-0
XACBAI,Ni,ligand79-0 ligand19576-0
GEQYIN,Pd,ligand12546-0 ligand12546-0
RALNEB,W,ligand11-0 ligand11-0 ligand11-0 ligand14023-0 ligand14023-0
BIQYEI,Pd,ligand0-0 ligand6849-0 ligand26566-0
CALKAC,Rh,ligand90-0 ligand1281-0 ligand1281-0
SEWSOC,Ru,ligand228-0 ligand1001-0 ligand1656-0
XOGSUH,Ru,ligand22-0 ligand59-0 ligand59-0 ligand341-0
JOLKOO,Zn,ligand163-0 ligand163-0 ligand10172-0
MIZKAH,Fe,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand4879-0
AZEGAQ,Au,ligand6397-0 ligand27705-0
TUGNUF,Pd,ligand36-0 ligand22457-0
IJIKEU,Cu,ligand12-0 ligand28-0 ligand35287-0
BEJWUI,Rh,ligand0-0 ligand0-0 ligand131-0 ligand131-0 ligand131-0 ligand131-0
KAYZAM,Cd,ligand27332-0 ligand27332-0
FOKXEJ,Pd,ligand0-0 ligand344-0 ligand15167-0
CIQGOY,Pd,ligand136-0 ligand2505-0 ligand2505-0
AWONUW,Zn,ligand0-0 ligand0-0 ligand17474-0
FAJHUX,Co,ligand61-0 ligand34490-0
TONBED,Mo,ligand55-0 ligand55-0 ligand98-0 ligand14425-0
MIVSIV,Pt,ligand4035-0 ligand4036-0
