,core,ligands
RIMGOJ,Ir,ligand178-0 ligand178-0 ligand178-0 ligand1567-0 ligand1567-0 ligand1567-0
NOWROG,Nb,ligand1-0 ligand122-0 ligand3234-0
COPQAA,Co,ligand1-0 ligand359-0 ligand359-0 ligand3895-0
QISHIJ,Ni,ligand22932-0 ligand22933-0
EVICIV,Cu,ligand199-0 ligand206-0
ICICOP,Cu,ligand830-0 ligand12242-0
TIHQUW,Pt,ligand8-0 ligand571-0 ligand18645-0
YEDZOZ,Rh,ligand1-0 ligand1-0 ligand1908-0 ligand1908-0 ligand1908-0 ligand1908-0
OJOFID,Cu,ligand55-0 ligand1607-0
ATOQOQ,Ir,ligand253-0 ligand3461-0
SUPXUY,Zn,ligand22597-0 ligand22597-0
IFIBIJ,Cu,ligand3-0 ligand1690-0
MOQMUC,Pt,ligand13333-0
WIVNUK,Re,ligand24-0 ligand10360-0 ligand23892-0
WEJKUS,Pd,ligand10591-0 ligand10591-0
POSVIC,Ni,ligand4-0 ligand25379-0
LULNUB,Re,ligand4-0 ligand4-0 ligand4-0 ligand17179-0
CIZJAZ,Zn,ligand14255-0 ligand14255-0
GITQAB,Ru,ligand4-0 ligand45-0 ligand250-0 ligand31003-0
ZIXFIX,V,ligand24-0 ligand145-0 ligand4971-0
SOMNOY,Pt,ligand18-0 ligand18-0 ligand235-0 ligand235-0
XAKDAP,Fe,ligand4-0 ligand4-0 ligand45-0 ligand676-0
JOSYUL,Pd,ligand1-0 ligand1739-0
SAQFOI,Cd,ligand29-0 ligand34-0 ligand600-0 ligand14542-0
NEKWEF,Zn,ligand1-0 ligand1-0 ligand22351-0
YUHRUP,Re,ligand1-0 ligand24-0 ligand15746-0
TAHWUW,Re,ligand18-0 ligand24-0 ligand24-0 ligand24-0 ligand26032-0
LIXFOP,Ta,ligand1-0 ligand17-0 ligand122-0 ligand571-0
OGEQUM,V,ligand24-0 ligand6571-0 ligand16145-0
AKONEU,Cu,ligand206-0 ligand676-0
DOYCAV,Ni,ligand29051-0 ligand29051-0
FIRRAA,Zr,ligand48-0 ligand48-0 ligand3643-0 ligand3643-0
YAYXUS,Zn,ligand11925-0 ligand11925-0
DIWJAW,Zn,ligand115-0 ligand115-0 ligand9612-0
SUCPAJ,Pt,ligand6-0 ligand5801-0
WUMKAR,Pd,ligand1-0 ligand1-0 ligand14577-0
XEPGAA,Hf,ligand1-0 ligand1-0 ligand9598-0
NARKIB,Zr,ligand1-0 ligand1-0 ligand8024-0
VIVKIV,Fe,ligand4-0 ligand4-0 ligand4-0 ligand6068-0
AKANEG,Zn,ligand1-0 ligand18587-0
TEXWIC,Fe,ligand4-0 ligand18-0 ligand51-0 ligand10721-0
BACZAI,V,ligand24-0 ligand633-0 ligand5979-0
COLXOQ,Co,ligand359-0 ligand359-0 ligand666-0 ligand15814-0
VEFFES,Zr,ligand48-0 ligand226-0 ligand1900-0 ligand21972-0
KIJCIQ,Mo,ligand24-0 ligand24-0 ligand9531-0 ligand9531-0
HARKUI,Pt,ligand1-0 ligand1-0 ligand302-0
YEZYUA,Zn,ligand1-0 ligand1-0 ligand1-0 ligand5700-0
GOLVUZ,Hg,ligand1-0 ligand4484-0
YENFAA,Ru,ligand1-0 ligand1-0 ligand845-0 ligand30822-0
FISFAQ,Au,ligand1-0 ligand30335-0
FIGYUQ,Ru,ligand1-0 ligand1-0 ligand4-0 ligand49-0 ligand92-0
TIGWIR,Cd,ligand279-0 ligand279-0 ligand3337-0 ligand3337-0 ligand3337-0 ligand3337-0
TAHBOV,Cu,ligand1951-0 ligand25521-0
VISJOZ,Cu,ligand918-0 ligand918-0 ligand918-0 ligand12772-0
GESDAJ,Hg,ligand1-0 ligand1544-0
NOGSOU,Os,ligand89-0 ligand89-0 ligand89-0 ligand250-0 ligand250-0 ligand29721-0
QIMLUW,Co,ligand15248-0 ligand15248-0 ligand15248-0
DENGOV,Ni,ligand8927-0 ligand8927-0
HOBYEC,Zr,ligand1-0 ligand1-0 ligand16311-0 ligand16311-0
GENWAY,Zn,ligand29-0 ligand29-0 ligand62-0 ligand62-0 ligand62-0 ligand62-0
FEDRAK,Fe,ligand4-0 ligand4-0 ligand45-0 ligand9953-0
SEVLAH,Pd,ligand18-0 ligand34-0 ligand13828-0
UFEBAJ,Au,ligand1-0 ligand7303-0
UNIKIN,Zn,ligand1-0 ligand785-0 ligand9958-0
LAXBUK,Pt,ligand1588-0 ligand30515-0
PATGAV,Cu,ligand1-0 ligand2438-0 ligand2438-0
ETUWAR,Zn,ligand40-0 ligand40-0 ligand19426-0 ligand19426-0
RIPJEI,Pt,ligand7574-0 ligand7574-0
VECYIO,Fe,ligand89-0 ligand365-0 ligand8299-0
JAQKAN,Pd,ligand1-0 ligand141-0 ligand141-0 ligand23185-0
NETBEV,Mn,ligand4-0 ligand4-0 ligand4-0 ligand51-0 ligand235-0
CAQZEA,Pd,ligand1-0 ligand1-0 ligand22383-0 ligand22383-0
UXOCER,Au,ligand3-0 ligand15967-0
XUHRUP,Hf,ligand1-0 ligand1-0 ligand1-0 ligand48-0 ligand21854-0
LOPLOR,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand15165-0
ZODFED,Ta,ligand48-0 ligand3120-0 ligand12326-0
GIKJOA,Re,ligand1-0 ligand1-0 ligand24-0 ligand51-0 ligand17401-0
QOFFIA,Pd,ligand3072-0 ligand3072-0
HEDFEE,Zn,ligand3-0 ligand3-0 ligand20940-0
COYVET,Zn,ligand1-0 ligand1-0 ligand17684-0
YILNUF,Rh,ligand1-0 ligand188-0 ligand188-0 ligand188-0 ligand1148-0
CIYQIK,Ti,ligand1-0 ligand235-0 ligand235-0 ligand235-0
VOMLAM,Co,ligand18-0 ligand18-0 ligand38-0 ligand38-0 ligand38-0 ligand279-0
VASYUL,Fe,ligand279-0 ligand279-0 ligand21317-0
TOZMIE,Ru,ligand1-0 ligand188-0 ligand2575-0 ligand2575-0
LOKKOO,Ir,ligand40-0 ligand40-0 ligand49-0 ligand8725-0
BOBZUO,Hg,ligand140-0 ligand16154-0
TATROX,Zr,ligand321-0 ligand1790-0 ligand21231-0
DANMAI,Pd,ligand11-0 ligand27160-0
DEDRIO,Ni,ligand3-0 ligand14083-0
NOHYEP,Ni,ligand868-0 ligand14822-0
FEJRAN,Zr,ligand45-0 ligand45-0 ligand16969-0
MEWWIX,Re,ligand4-0 ligand4-0 ligand4-0 ligand115-0 ligand3048-0
XAVWAT,Ni,ligand20650-0
OJAHEM,Pd,ligand1-0 ligand1-0 ligand13640-0
NORJEJ,Pt,ligand2235-0 ligand17251-0
OCAROZ,Ni,ligand2260-0
QIWSAR,Zn,ligand3-0 ligand3-0 ligand34-0 ligand3187-0
AZISAE,Pd,ligand30811-0 ligand30811-0
KIVDIE,Cr,ligand1-0 ligand1-0 ligand24-0 ligand24-0 ligand115-0
MEJZAD,Cu,ligand12055-0 ligand12055-0
PAXMUX,Ru,ligand1-0 ligand1-0 ligand4-0 ligand4-0 ligand8375-0 ligand8375-0
YUGMET,Zn,ligand1-0 ligand1-0 ligand3791-0
ZENHEI,Zn,ligand3-0 ligand3-0 ligand8280-0
BULJUO,Pt,ligand226-0 ligand226-0 ligand6352-0
YALCEW,Zn,ligand1-0 ligand1-0 ligand22316-0 ligand22316-0
MUSGEN,V,ligand24-0 ligand24-0 ligand9533-0
MEBYAU,Pd,ligand34-0 ligand34-0 ligand16380-0
HUXQUM,Pd,ligand1-0 ligand1-0 ligand51-0 ligand11594-0
UFICEU,Pd,ligand1-0 ligand95-0 ligand2386-0
SAPPUU,Zr,ligand1-0 ligand1-0 ligand13470-0 ligand13470-0
MOQZUN,Ru,ligand1-0 ligand660-0 ligand1171-0 ligand5365-0
FOJYAF,Rh,ligand193-0 ligand16484-0 ligand16484-0
LAJGOV,Hg,ligand4935-0 ligand7708-0
NONCIE,Pd,ligand3-0 ligand3-0 ligand4921-0 ligand4921-0
QOFCUK,Co,ligand359-0 ligand359-0 ligand16686-0 ligand16686-0
LEDTOE,Pd,ligand4303-0 ligand4303-0 ligand6569-0 ligand6569-0
FIHVAV,Ni,ligand1-0 ligand24495-0
EMEPOC,Ru,ligand1-0 ligand1-0 ligand4-0 ligand4-0 ligand2599-0
FUVPIX,Cr,ligand16-0 ligand395-0 ligand395-0 ligand15758-0
TIXROI,Pd,ligand1-0 ligand1-0 ligand25260-0
XENXIY,Au,ligand1-0 ligand22262-0
DISFIU,Cd,ligand4734-0 ligand21773-0 ligand21774-0 ligand21774-0
LITNAE,Rh,ligand1-0 ligand193-0 ligand17974-0
XOWLAW,Ti,ligand1258-0 ligand2271-0
WECNIB,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand25086-0
SAJTUU,Au,ligand1-0 ligand25250-0
WOFMEL,Ru,ligand1-0 ligand4-0 ligand4-0 ligand28304-0
JISROS,Ti,ligand34-0 ligand48-0 ligand48-0 ligand118-0
RETFUT,Pt,ligand40-0 ligand40-0 ligand2954-0 ligand3637-0
ONOGUU,Zn,ligand34-0 ligand34-0 ligand28481-0 ligand28481-0
UJUQEW,Ni,ligand1-0 ligand27195-0
YAJWEN,Ni,ligand3367-0 ligand4689-0
ZUTWES,Pt,ligand1-0 ligand1-0 ligand133-0 ligand133-0
XENVEU,Fe,ligand279-0 ligand279-0 ligand11290-0
XAKHUO,Cd,ligand1-0 ligand1-0 ligand23934-0 ligand23934-0
YEDSEG,Y,ligand326-0 ligand881-0 ligand17264-0
WUWCUM,Pd,ligand1-0 ligand10929-0 ligand10930-0
JIDSOH,Zn,ligand467-0 ligand27319-0
TUDKIM,Hg,ligand115-0 ligand115-0 ligand6180-0
RANQUU,Pd,ligand1-0 ligand1-0 ligand51-0 ligand5288-0
ZIHNAH,Au,ligand188-0 ligand1358-0
XAPZOD,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand19954-0
DEBQIL,Pt,ligand236-0 ligand236-0 ligand252-0
JEFGIL,Zn,ligand366-0 ligand366-0 ligand3447-0
DOBSAQ,Fe,ligand4-0 ligand18652-0
JAHCIE,Co,ligand1-0 ligand21-0 ligand21-0 ligand23801-0
VOHJAG,Zn,ligand1-0 ligand1-0 ligand7943-0
AYEDIT,Ru,ligand4-0 ligand4-0 ligand18-0 ligand1920-0
BEMWIB,Ag,ligand584-0 ligand23864-0 ligand23864-0
XELWAO,Pt,ligand13706-0 ligand13706-0
KAYSUZ,Co,ligand1518-0 ligand1518-0 ligand1950-0 ligand1950-0
EWOPUB,Co,ligand2797-0
MEDTOE,Ti,ligand40-0 ligand40-0 ligand20511-0
GIHVAV,Ru,ligand45-0 ligand51-0 ligand51-0 ligand3730-0
VOFMEL,Mn,ligand3-0 ligand4-0 ligand4-0 ligand16269-0
ITUVUQ,Rh,ligand1-0 ligand4-0 ligand4-0 ligand20187-0
PEZTAR,Au,ligand51-0 ligand10892-0
MUBBAO,Y,ligand384-0 ligand384-0 ligand3857-0
KALCUX,Fe,ligand1-0 ligand1-0 ligand28738-0
VIXBAF,Co,ligand2867-0 ligand19969-0
QEPHOI,Ru,ligand4-0 ligand45-0 ligand250-0 ligand6477-0
WOPFOW,Pd,ligand40-0 ligand40-0 ligand1573-0
BINBUW,Pd,ligand1-0 ligand1-0 ligand26095-0
ZIGDIE,Pd,ligand1-0 ligand206-0 ligand314-0
CAJSIP,Mo,ligand4-0 ligand4-0 ligand45-0 ligand17471-0
DIHQOC,Zn,ligand279-0 ligand279-0 ligand3452-0 ligand3452-0
HAWXOU,Pd,ligand16366-0 ligand16366-0
LACPOW,Zn,ligand358-0 ligand16892-0
GOJYAF,Au,ligand447-0 ligand12473-0
SESZEV,Pt,ligand141-0 ligand141-0 ligand27597-0
BAYWIK,Co,ligand18-0 ligand38-0 ligand38-0 ligand18040-0
RUKTIA,Ru,ligand1-0 ligand1-0 ligand51-0 ligand21133-0
FEYFIB,Au,ligand1-0 ligand914-0
NEPBUH,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand20690-0
LAVNOM,Cu,ligand4-0 ligand719-0 ligand2526-0
PATGOJ,Cu,ligand40-0 ligand2438-0 ligand2438-0
XIYLEW,Pt,ligand1-0 ligand1-0 ligand27035-0 ligand27035-0
NOBNUQ,Au,ligand51-0 ligand28362-0
KAFMIO,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand8969-0
QAGCOQ,Co,ligand21-0 ligand21-0 ligand7405-0 ligand7405-0
GAXSUT,Cu,ligand38-0 ligand38-0 ligand38-0 ligand38-0
SICWEG,Co,ligand1-0 ligand1-0 ligand188-0 ligand188-0 ligand188-0 ligand188-0
XANBOF,Co,ligand23088-0 ligand23088-0 ligand23088-0
ONUHIP,Ru,ligand1-0 ligand4036-0 ligand4036-0 ligand4036-0 ligand31333-0
MOVXAW,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4181-0
LAVYOW,Cu,ligand1-0 ligand11030-0
ZUNVUZ,Ti,ligand1-0 ligand1-0 ligand1-0 ligand1-0 ligand18528-0
PIJNAY,Pd,ligand3-0 ligand3-0 ligand4536-0
ROFVIR,V,ligand421-0 ligand421-0 ligand1666-0
TEFXIL,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand9190-0
KACNUX,Ru,ligand3-0 ligand3-0 ligand133-0 ligand133-0 ligand133-0 ligand785-0
MIGTEE,Ni,ligand766-0
DETCAJ,Co,ligand188-0 ligand359-0 ligand359-0 ligand31540-0
DOKZEK,Pd,ligand1-0 ligand773-0
KEDFAB,Ni,ligand40-0 ligand40-0 ligand4303-0 ligand4303-0
WEZXEE,Zn,ligand66-0 ligand66-0 ligand115-0
LEMJIZ,Ni,ligand4-0 ligand4-0 ligand669-0
TOXBOX,Zr,ligand45-0 ligand45-0 ligand1263-0 ligand22282-0
GIVYAN,Ti,ligand1-0 ligand1-0 ligand45-0 ligand8339-0
WEBTIJ,Zn,ligand1-0 ligand1-0 ligand14445-0 ligand14445-0
XURDET,Pd,ligand1-0 ligand51-0 ligand51-0 ligand5312-0
RUSDUE,Zn,ligand1266-0
NORTAQ,Zn,ligand279-0 ligand279-0 ligand1953-0
SUPDIQ,Zn,ligand12616-0 ligand12616-0
XOTKUN,Zr,ligand1-0 ligand1-0 ligand4500-0 ligand4500-0
LEXZIX,Pt,ligand32-0 ligand1697-0
ODOGIX,Pd,ligand1-0 ligand6626-0
HELRIZ,Ru,ligand1-0 ligand1-0 ligand4-0 ligand4-0 ligand1152-0 ligand1152-0
YAYMAN,Pd,ligand1-0 ligand1-0 ligand30960-0
MIPKON,Fe,ligand8-0 ligand8-0 ligand26264-0
ATECAE,Hg,ligand28961-0
ETPHCR,Cr,ligand4-0 ligand4-0 ligand4-0 ligand141-0 ligand141-0 ligand141-0
DEGKUY,Ni,ligand1502-0 ligand1502-0 ligand1808-0
NIZNEP,Co,ligand291-0 ligand444-0 ligand444-0 ligand2555-0
YAKTIP,Fe,ligand4-0 ligand89-0 ligand89-0 ligand1114-0
JAMNUJ,Zn,ligand8-0 ligand300-0 ligand25478-0 ligand25478-0
XORTEF,Ir,ligand48-0 ligand141-0 ligand3057-0
HOFKIZ,V,ligand24-0 ligand557-0 ligand16894-0
QUTHIW,Pd,ligand532-0 ligand19850-0
HAHZAT,Ru,ligand1-0 ligand13-0 ligand13547-0
EXEJEW,Mo,ligand1-0 ligand38-0 ligand38-0 ligand1165-0 ligand26205-0
OTUQAW,Pt,ligand1-0 ligand141-0 ligand141-0 ligand7908-0
TAXJIM,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand24748-0
ILEHAI,Ni,ligand193-0 ligand5374-0
UVOBEN,Cu,ligand421-0 ligand421-0 ligand5533-0
UJEWOW,Pd,ligand51-0 ligand23386-0
WEVPIX,Pd,ligand1-0 ligand18-0 ligand26409-0
SOBTOT,Au,ligand20322-0 ligand20322-0
KAGPAJ,Co,ligand45-0 ligand11389-0
TELJID,Mn,ligand1-0 ligand17758-0
NOJXOA,Ti,ligand45-0 ligand45-0 ligand28616-0
UQUMEZ,Zn,ligand311-0 ligand2593-0 ligand2593-0
SETMIQ,Zn,ligand1-0 ligand1-0 ligand26049-0
SUTSUV,Pt,ligand29640-0 ligand29641-0
QANTOP,Zn,ligand196-0 ligand196-0 ligand1256-0 ligand1256-0
RUPTOM,Au,ligand51-0 ligand29928-0
QAMHAP,Pd,ligand593-0 ligand5454-0
XABZEG,Pd,ligand8-0 ligand8-0 ligand8501-0
QOGBAQ,Pt,ligand1-0 ligand1-0 ligand29861-0
TUSTOR,Cd,ligand115-0 ligand18288-0 ligand18288-0
WIFTOW,Au,ligand447-0 ligand615-0
ZIVZUB,Pd,ligand1-0 ligand1-0 ligand11817-0 ligand11817-0
SAGZIK,Ni,ligand22447-0
ILEVIF,Rh,ligand4-0 ligand4-0 ligand27153-0
QIQNEJ,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand17224-0
WEKTIQ,Pd,ligand1-0 ligand1-0 ligand4865-0
UQEBID,Zn,ligand311-0 ligand478-0 ligand478-0
GODNOE,Au,ligand1-0 ligand24375-0
JAGKUX,Re,ligand19-0 ligand19-0 ligand24-0 ligand358-0
LUTGIS,Pd,ligand1-0 ligand1-0 ligand18447-0
HEZBUL,Ru,ligand1-0 ligand13-0 ligand3409-0
NADYAS,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand3470-0
WIVKEU,Pd,ligand29415-0 ligand29415-0
AHOQOE,Hg,ligand28768-0 ligand28768-0
TEQNIM,Ti,ligand45-0 ligand8737-0
VICKAT,Au,ligand1-0 ligand11472-0
YAZXED,Hg,ligand380-0 ligand380-0
MECDED,Pd,ligand1-0 ligand1-0 ligand31077-0
ZEFBAN,Mo,ligand24-0 ligand24-0 ligand6321-0
RARZOB,Zn,ligand3-0 ligand3-0 ligand4247-0 ligand4247-0
CAKGEC,Pt,ligand2688-0 ligand10408-0
GUSJUZ,Rh,ligand38-0 ligand48-0 ligand4476-0
MEGHOY,Pd,ligand18-0 ligand18-0 ligand13963-0
OZEXEX,Ru,ligand1-0 ligand250-0 ligand23485-0
KODZAG,Pt,ligand18-0 ligand421-0 ligand25225-0
LIGJOB,Pt,ligand593-0 ligand12735-0
IDUFIY,Pd,ligand509-0 ligand5315-0
KEPRED,Pt,ligand1-0 ligand1-0 ligand1727-0 ligand1727-0 ligand12729-0 ligand12729-0
UMISEO,Ni,ligand188-0 ligand188-0 ligand321-0 ligand321-0
ECINAG,Au,ligand105-0 ligand105-0 ligand105-0 ligand497-0
EPEBIL,Pt,ligand1-0 ligand1-0 ligand3638-0
LABHUS,Pd,ligand1-0 ligand51-0 ligand23656-0
WOVBEQ,Pd,ligand20660-0
COLFIU,Cd,ligand6526-0 ligand6526-0 ligand6526-0
DEDREL,Fe,ligand4-0 ligand4-0 ligand45-0 ligand20767-0
YOHPEQ,Pd,ligand23212-0 ligand23213-0
AXIKUP,Pt,ligand18-0 ligand18-0 ligand1503-0 ligand1503-0
ODUDOI,Pd,ligand1-0 ligand18-0 ligand28790-0
ODUJAZ,Ru,ligand1-0 ligand38-0 ligand49-0 ligand409-0
AMAYAO,Pd,ligand1-0 ligand40-0 ligand40-0 ligand19932-0
SAGCEJ,Pd,ligand1-0 ligand1-0 ligand24711-0
CIFZOH,Ti,ligand1-0 ligand1-0 ligand1-0 ligand21250-0
OFAXUR,Mn,ligand3-0 ligand4-0 ligand4-0 ligand4-0 ligand16799-0
CAQCEC,Zn,ligand7924-0 ligand7924-0
LIJFES,Re,ligand4-0 ligand4-0 ligand4-0 ligand8212-0 ligand9174-0
BOMRIE,Ir,ligand48-0 ligand51-0 ligand15912-0
BEHQEK,Pd,ligand1-0 ligand7824-0 ligand7825-0
GASBUA,Fe,ligand14353-0 ligand14353-0 ligand14353-0 ligand14353-0
LEPGAQ,Os,ligand1-0 ligand13-0 ligand20994-0
MEVSAH,Cd,ligand85-0 ligand353-0 ligand353-0
GEKDUY,Au,ligand1589-0 ligand9565-0
JIDSAT,Zn,ligand467-0 ligand26083-0
TADSAV,Pt,ligand40-0 ligand40-0 ligand188-0 ligand23753-0
JOXCIK,Cd,ligand40-0 ligand40-0 ligand3452-0 ligand3452-0
GANZEC,Zn,ligand279-0 ligand12716-0 ligand12716-0
OQAJOG,Cd,ligand40-0 ligand40-0 ligand9611-0
HEKLAK,Rh,ligand51-0 ligand358-0 ligand359-0 ligand359-0
ADUYAZ,Rh,ligand1-0 ligand48-0 ligand1625-0
GOXGAB,Pd,ligand1-0 ligand497-0 ligand497-0 ligand497-0
LUKRIT,Zn,ligand1-0 ligand78-0 ligand24736-0
MCPERH,Rh,ligand51-0 ligand6086-0 ligand26036-2
FOKTAC,Pt,ligand1-0 ligand1-0 ligand7278-0
ZILLIR,Mo,ligand24-0 ligand24-0 ligand299-0 ligand300-0
SUWMAZ,Co,ligand1-0 ligand1-0 ligand1924-0
BOKCUA,Rh,ligand1-0 ligand4-0 ligand4-0 ligand27920-0
COMWUX,Ru,ligand48-0 ligand8718-0 ligand8719-0
VUFMOA,Rh,ligand1-0 ligand17-0 ligand38-0 ligand6086-0
GUZHOZ,Ru,ligand1-0 ligand710-0
MOPWUK,Ni,ligand1-0 ligand2482-0
NIQCUN,Ni,ligand9018-0 ligand9018-0
LORZEY,Co,ligand3367-0 ligand3367-0
XUFYIG,Fe,ligand1-0 ligand1-0 ligand3551-0
DUGBIS,Pt,ligand1-0 ligand1-0 ligand1-0 ligand1692-0
CAMJIL,Pd,ligand1-0 ligand1-0 ligand1264-0 ligand3337-0
NEVVUF,Zr,ligand1-0 ligand1-0 ligand6107-0 ligand6107-0
DIWDAO,Ir,ligand1-0 ligand38-0 ligand38-0 ligand48-0
YEYPOK,Au,ligand1-0 ligand27975-0 ligand27976-0
EMEGAE,Pt,ligand115-0 ligand9966-0 ligand9966-0
NIKROO,Ti,ligand1-0 ligand1-0 ligand1-0 ligand9939-0
FEWXAH,Pt,ligand1-0 ligand1-0 ligand2625-0
VOKZUS,Fe,ligand1-0 ligand1-0 ligand21826-0
SEQYUK,Cu,ligand1-0 ligand29671-0
FAGTIT,Co,ligand28092-0 ligand28092-0
TERLOU,Ir,ligand1-0 ligand48-0 ligand30034-0
NUXQEE,Re,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand25534-0
JUSROG,Pd,ligand1-0 ligand1-0 ligand51-0 ligand18554-0
LAJPAP,Ir,ligand1-0 ligand1-0 ligand89-0 ligand3722-0
XIZYAJ,Pd,ligand14538-0 ligand14538-0
TIXRAU,Zn,ligand1125-0
IDEPIQ,Pt,ligand170-0 ligand550-0
XOWLOK,Ti,ligand48-0 ligand1595-0
SAJZUZ,Ru,ligand1-0 ligand1-0 ligand13-0 ligand13278-0
BOHDOS,Ag,ligand3-0 ligand16532-0
AQUMII,Pt,ligand596-0 ligand14060-0 ligand14060-0
UJIFOK,Pd,ligand1-0 ligand25824-0
FITDUH,Cu,ligand40-0 ligand984-0
GABBOB,Pt,ligand133-0 ligand133-0 ligand2205-0
EFISUI,Re,ligand1-0 ligand4-0 ligand4-0 ligand4-0 ligand7509-0
RUWMAZ,Ni,ligand2406-0 ligand2406-0
UMANON,Ru,ligand13-0 ligand497-0 ligand1104-0
YASQOB,Cu,ligand311-0 ligand7587-0
BACDER,Re,ligand4-0 ligand4-0 ligand4-0 ligand2212-0 ligand2212-0 ligand2212-0
LAJYIE,Pt,ligand197-0 ligand1918-0
NIVVOF,Ir,ligand17-0 ligand9185-0 ligand9414-0
KUDJAU,Co,ligand1727-0 ligand1727-0 ligand1727-0 ligand31174-0
BUZQUK,Zn,ligand34-0 ligand34-0 ligand22060-0 ligand22060-0
SOYMEY,Pt,ligand4739-0 ligand4739-0
NIXCUU,V,ligand1-0 ligand1-0 ligand1165-0 ligand5832-0
KILYIP,Mn,ligand4-0 ligand4-0 ligand4-0 ligand3558-0
IWAFOB,Pd,ligand1-0 ligand314-0 ligand447-0
GEVLAX,Ru,ligand1-0 ligand1-0 ligand51-0 ligand5407-0
QEDBOT,Ni,ligand2976-1 ligand3251-0
JAYNAY,Pt,ligand13910-0 ligand13910-0
PUBKAZ,Ta,ligand1-0 ligand1-0 ligand618-0 ligand19747-1
JAJZEA,Pt,ligand2916-0 ligand14329-0
EMAZEX,Pd,ligand1-0 ligand2874-0 ligand2875-0
KELDIO,Ir,ligand38-0 ligand48-0 ligand89-0 ligand2332-0
IDUGAR,Pd,ligand509-0 ligand1712-0 ligand20378-0
YOVYEO,Co,ligand4-0 ligand38-0 ligand38-0 ligand38-0 ligand2320-0
CIRHET,Zn,ligand3-0 ligand3-0 ligand12837-0
SUZLUW,Re,ligand1-0 ligand4-0 ligand4-0 ligand4-0 ligand10165-0
UFOZUL,Ir,ligand4-0 ligand48-0 ligand14885-0
NIDLUH,W,ligand1-0 ligand4-0 ligand4-0 ligand430-0 ligand25570-0
OJAGOV,Pd,ligand1-0 ligand1-0 ligand25670-0
SEDZAE,Tc,ligand4-0 ligand4-0 ligand4-0 ligand49-0 ligand49-0 ligand49-0
HIMRAW,Ru,ligand201-0 ligand235-0 ligand235-0
TIZKAR,Au,ligand504-0 ligand6267-0
OCOZAJ,Zn,ligand430-0 ligand3736-0 ligand3736-0
ALUNOM,Pt,ligand1-0 ligand1-0 ligand26701-0 ligand26701-0
ZUJPEB,Pt,ligand1-0 ligand51-0 ligand3210-0
CATSOG,Pt,ligand2815-0 ligand13657-0
OVANIK,Zn,ligand311-0 ligand311-0 ligand21429-0
OJIJAT,Os,ligand4-0 ligand4-0 ligand250-0 ligand19188-0
KEZVOB,Ru,ligand45-0 ligand51-0 ligand66-0
LEKXEF,Ir,ligand38-0 ligand48-0 ligand55-0 ligand1598-0
LUQYOL,Ru,ligand48-0 ligand984-0
GOXFII,Zn,ligand34-0 ligand34-0 ligand34-0 ligand34-0 ligand5716-0 ligand5716-0
DEXCOA,Pd,ligand1-0 ligand1-0 ligand2037-0
BEXVIK,Rh,ligand1-0 ligand1-0 ligand48-0 ligand5393-0
SIFPON,Ni,ligand366-0 ligand383-0 ligand383-0 ligand28733-0
YEGLUT,Ru,ligand1696-0 ligand3757-0 ligand3757-0
WECMUN,Zn,ligand1544-0 ligand1544-0 ligand1727-0 ligand1727-0
APIYEE,Zn,ligand3-0 ligand3-0 ligand13788-0
KEVGOI,Pd,ligand18-0 ligand4459-0 ligand18986-0
JOGGES,Fe,ligand1-0 ligand16364-0
CORQAD,Co,ligand3-0 ligand1519-0 ligand7540-0 ligand7540-0
QUDVIV,Pt,ligand3-0 ligand18-0 ligand18-0 ligand2588-0 ligand9244-0
QEPYOB,Au,ligand105-0 ligand105-0 ligand7380-0 ligand7380-0
UQEDEA,Zn,ligand311-0 ligand311-0 ligand15067-0 ligand15067-0
SUJVAW,Fe,ligand34-0 ligand22373-0
ALEQEO,Fe,ligand4-0 ligand4-0 ligand4244-0 ligand4244-0
TEVTUJ,Au,ligand3-0 ligand896-0
CIBPIP,Ag,ligand244-0 ligand600-0 ligand11049-0
QUPKER,Fe,ligand4-0 ligand45-0 ligand10807-0
BILNAM,Pd,ligand1-0 ligand1-0 ligand24559-0
VEQQAM,Rh,ligand4-0 ligand51-0 ligand51-0 ligand13838-0
EGOHIT,Pd,ligand187-0 ligand187-0 ligand4822-0 ligand4822-0
GELYOO,Pd,ligand18-0 ligand1038-0 ligand24098-0
GIDMUD,Pt,ligand1721-0
XUBMEO,Hg,ligand1-0 ligand1-0 ligand16688-0
DONCER,Ru,ligand4-0 ligand4-0 ligand8150-0 ligand8150-0
DOTPEH,Sc,ligand534-0 ligand534-0 ligand600-0 ligand600-0 ligand600-0
